Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
Con	chr3L	Rev	NM_001259706	Intron	1	5065419	5078296	12878
Cow	chr3R	Rev	NM_001104413	Intron	4	23076977	23081348	4372
Cow	chr3R	Rev	NM_001104413	Intron	3	23081718	23081827	110
Cow	chr3R	Rev	NM_001104413	Intron	2	23081931	23082098	168
Cow	chr3R	Rev	NM_001104413	Intron	1	23082166	23112206	30041
Cpr30F	chr2L	Rev	NM_164879	Intron	1	9933019	9933083	65
Cpr47Ef	chr2R	Rev	NM_136816	Intron	16	11267302	11267667	366
Cpr47Ef	chr2R	Rev	NM_136816	Intron	15	11267713	11267797	85
Cpr47Ef	chr2R	Rev	NM_136816	Intron	14	11267864	11267986	123
Cpr47Ef	chr2R	Rev	NM_136816	Intron	13	11268020	11268078	59
Cpr47Ef	chr2R	Rev	NM_136816	Intron	12	11268136	11268195	60
Cpr47Ef	chr2R	Rev	NM_136816	Intron	11	11268229	11268284	56
Cpr47Ef	chr2R	Rev	NM_136816	Intron	10	11268342	11268398	57
Cpr47Ef	chr2R	Rev	NM_136816	Intron	9	11268540	11268595	56
Cpr47Ef	chr2R	Rev	NM_136816	Intron	8	11268653	11268707	55
Cpr47Ef	chr2R	Rev	NM_136816	Intron	7	11268741	11268802	62
Cpr47Ef	chr2R	Rev	NM_136816	Intron	6	11268908	11268999	92
Cpr47Ef	chr2R	Rev	NM_136816	Intron	5	11269066	11269120	55
Cpr47Ef	chr2R	Rev	NM_136816	Intron	4	11269154	11269241	88
Cpr47Ef	chr2R	Rev	NM_136816	Intron	3	11269281	11269359	79
Cpr47Ef	chr2R	Rev	NM_136816	Intron	2	11269486	11269549	64
Cpr47Ef	chr2R	Rev	NM_136816	Intron	1	11270271	11272376	2106
Cpr56F	chr2R	Rev	NM_137626	Intron	1	20289512	20291827	2316
Cpr62Bc	chr3L	Rev	NM_139411	Intron	2	1841188	1841760	573
Cpr62Bc	chr3L	Rev	NM_139411	Intron	1	1841893	1841989	97
Cpr78Ca	chr3L	Rev	NM_141041	Intron	1	21292585	21292649	65
CrzR	chr3L	Rev	NM_140314	Intron	5	12340503	12341133	631
CrzR	chr3L	Rev	NM_140314	Intron	4	12341286	12342157	872
CrzR	chr3L	Rev	NM_140314	Intron	3	12342364	12342427	64
CrzR	chr3L	Rev	NM_140314	Intron	2	12342612	12347193	4582
CrzR	chr3L	Rev	NM_140314	Intron	1	12348140	12351181	3042
Csat	chrX	Rev	NM_001297904	Intron	2	2702776	2703287	512
Csat	chrX	Rev	NM_001297904	Intron	1	2703408	2703504	97
Csk	chr3R	Rev	NM_169414	Intron	8	11634997	11635057	61
Csk	chr3R	Rev	NM_169414	Intron	7	11635145	11635215	71
Csk	chr3R	Rev	NM_169414	Intron	6	11635412	11635468	57
Csk	chr3R	Rev	NM_169414	Intron	5	11635631	11635700	70
Csk	chr3R	Rev	NM_169414	Intron	4	11635970	11636024	55
Csk	chr3R	Rev	NM_169414	Intron	3	11636245	11636301	57
Csk	chr3R	Rev	NM_169414	Intron	2	11637006	11637069	64
Csk	chr3R	Rev	NM_169414	Intron	1	11637615	11650084	12470
Cul3	chr2L	Rev	NM_165111	Intron	9	15266735	15266795	61
Cul3	chr2L	Rev	NM_165111	Intron	8	15267020	15267144	125
Cul3	chr2L	Rev	NM_165111	Intron	7	15267288	15267352	65
Cul3	chr2L	Rev	NM_165111	Intron	6	15267468	15267529	62
Cul3	chr2L	Rev	NM_165111	Intron	5	15267701	15267762	62
Cul3	chr2L	Rev	NM_165111	Intron	4	15267934	15267995	62
Cul3	chr2L	Rev	NM_165111	Intron	3	15268758	15268820	63
Cul3	chr2L	Rev	NM_165111	Intron	2	15269205	15270904	1700
Cul3	chr2L	Rev	NM_165111	Intron	1	15271144	15271322	179
Culd	chr3L	Rev	NM_168264	Intron	5	8353427	8353478	52
Culd	chr3L	Rev	NM_168264	Intron	4	8354184	8354241	58
Culd	chr3L	Rev	NM_168264	Intron	3	8354611	8355143	533
Culd	chr3L	Rev	NM_168264	Intron	2	8355549	8355611	63
Culd	chr3L	Rev	NM_168264	Intron	1	8355943	8356004	62
CycA	chr3L	Rev	NM_001259795	Intron	6	11827806	11827869	64
CycA	chr3L	Rev	NM_001259795	Intron	5	11828118	11828187	70
CycA	chr3L	Rev	NM_001259795	Intron	4	11828393	11828460	68
CycA	chr3L	Rev	NM_001259795	Intron	3	11828685	11831726	3042
CycA	chr3L	Rev	NM_001259795	Intron	2	11831983	11832052	70
CycA	chr3L	Rev	NM_001259795	Intron	1	11832244	11832873	630
CycE	chr2L	Rev	NM_165125	Intron	4	15729500	15729565	66
CycE	chr2L	Rev	NM_165125	Intron	3	15730837	15737627	6791
CycE	chr2L	Rev	NM_165125	Intron	2	15737965	15740771	2807
CycE	chr2L	Rev	NM_165125	Intron	1	15740900	15747985	7086
Cyp18a1	chrX	Rev	NM_078679	Intron	4	18689555	18689990	436
Cyp18a1	chrX	Rev	NM_078679	Intron	3	18690256	18690358	103
Cyp18a1	chrX	Rev	NM_078679	Intron	2	18690789	18690865	77
Cyp18a1	chrX	Rev	NM_078679	Intron	1	18690988	18691827	840
Cyp309a2	chr2L	Rev	NM_134845	Intron	5	2565249	2565303	55
Cyp309a2	chr2L	Rev	NM_134845	Intron	4	2565568	2571649	6082
Cyp309a2	chr2L	Rev	NM_134845	Intron	3	2571774	2571830	57
Cyp309a2	chr2L	Rev	NM_134845	Intron	2	2572254	2572314	61
Cyp309a2	chr2L	Rev	NM_134845	Intron	1	2572667	2572719	53
Cyp312a1	chr3L	Rev	NM_001275079	Intron	2	18130511	18130570	60
Cyp312a1	chr3L	Rev	NM_001275079	Intron	1	18131131	18131437	307
Cyp313a2	chr3R	Rev	NM_141912	Intron	6	12235234	12235306	73
Cyp313a2	chr3R	Rev	NM_141912	Intron	5	12235881	12235933	53
Cyp313a2	chr3R	Rev	NM_141912	Intron	4	12236061	12236120	60
Cyp313a2	chr3R	Rev	NM_141912	Intron	3	12236194	12236248	55
Cyp313a2	chr3R	Rev	NM_141912	Intron	2	12236435	12236485	51
Cyp313a2	chr3R	Rev	NM_141912	Intron	1	12236687	12236742	56
Cyp313a3	chr3R	Rev	NM_141913	Intron	6	12237440	12237492	53
Cyp313a3	chr3R	Rev	NM_141913	Intron	5	12238067	12238120	54
Cyp313a3	chr3R	Rev	NM_141913	Intron	4	12238248	12238308	61
Cyp313a3	chr3R	Rev	NM_141913	Intron	3	12238382	12238446	65
Cyp313a3	chr3R	Rev	NM_141913	Intron	2	12238633	12238687	55
Cyp313a3	chr3R	Rev	NM_141913	Intron	1	12238889	12238952	64
Cyp313a5	chr3R	Rev	NM_141911	Intron	6	12233015	12233068	54
Cyp313a5	chr3R	Rev	NM_141911	Intron	5	12233631	12233684	54
Cyp313a5	chr3R	Rev	NM_141911	Intron	4	12233812	12233868	57
Cyp313a5	chr3R	Rev	NM_141911	Intron	3	12233942	12233991	50
Cyp313a5	chr3R	Rev	NM_141911	Intron	2	12234178	12234236	59
Cyp313a5	chr3R	Rev	NM_141911	Intron	1	12234438	12234493	56
Cyp6a14	chr2R	Rev	NM_001299270	Intron	1	8564769	8564825	57
Cyp6a2	chr2R	Rev	NM_078904	Intron	1	6780262	6780330	69
Cypl	chr3L	Rev	NM_079150	Intron	1	542678	542769	92
Cys	chr3R	Rev	NM_057508	Intron	1	14569366	14569423	58
DCP2	chr3L	Rev	NM_001259847	Intron	2	15823182	15823246	65
DCP2	chr3L	Rev	NM_001259847	Intron	1	15823990	15825470	1481
DIP-alpha	chrX	Rev	NM_001272288	Intron	10	3513653	3514001	349
DIP-alpha	chrX	Rev	NM_001272288	Intron	9	3514173	3514867	695
DIP-alpha	chrX	Rev	NM_001272288	Intron	8	3514988	3519824	4837
DIP-alpha	chrX	Rev	NM_001272288	Intron	7	3519954	3520041	88
DIP-alpha	chrX	Rev	NM_001272288	Intron	6	3520134	3522211	2078
DIP-alpha	chrX	Rev	NM_001272288	Intron	5	3522313	3523633	1321
DIP-alpha	chrX	Rev	NM_001272288	Intron	4	3523820	3523921	102
DIP-alpha	chrX	Rev	NM_001272288	Intron	3	3524032	3541867	17836
DIP-alpha	chrX	Rev	NM_001272288	Intron	2	3542053	3568303	26251
DIP-alpha	chrX	Rev	NM_001272288	Intron	1	3569276	3571491	2216
DIP-theta	chr2L	Rev	NM_164653	Intron	6	5636893	5640286	3394
DIP-theta	chr2L	Rev	NM_164653	Intron	5	5640349	5640517	169
DIP-theta	chr2L	Rev	NM_164653	Intron	4	5640664	5641854	1191
DIP-theta	chr2L	Rev	NM_164653	Intron	3	5641953	5645455	3503
DIP-theta	chr2L	Rev	NM_164653	Intron	2	5645531	5651609	6079
DIP-theta	chr2L	Rev	NM_164653	Intron	1	5652181	5658394	6214
DIP1	chrX	Rev	NM_167773	Intron	4	21626253	21626312	60
DIP1	chrX	Rev	NM_167773	Intron	3	21626891	21628360	1470
DIP1	chrX	Rev	NM_167773	Intron	2	21628755	21628843	89
DIP1	chrX	Rev	NM_167773	Intron	1	21629793	21629973	181
DIP2	chr3L	Rev	NM_001274264	Intron	15	250614	250670	57
DIP2	chr3L	Rev	NM_001274264	Intron	14	250820	250876	57
DIP2	chr3L	Rev	NM_001274264	Intron	13	251326	251389	64
DIP2	chr3L	Rev	NM_001274264	Intron	12	252051	252111	61
DIP2	chr3L	Rev	NM_001274264	Intron	11	252464	252538	75
DIP2	chr3L	Rev	NM_001274264	Intron	10	252644	252693	50
DIP2	chr3L	Rev	NM_001274264	Intron	9	252776	252834	59
DIP2	chr3L	Rev	NM_001274264	Intron	8	252996	253313	318
DIP2	chr3L	Rev	NM_001274264	Intron	7	254637	254696	60
DIP2	chr3L	Rev	NM_001274264	Intron	6	255038	255162	125
DIP2	chr3L	Rev	NM_001274264	Intron	5	255716	255813	98
DIP2	chr3L	Rev	NM_001274264	Intron	4	255905	256213	309
DIP2	chr3L	Rev	NM_001274264	Intron	3	256594	256648	55
DIP2	chr3L	Rev	NM_001274264	Intron	2	257057	257129	73
DIP2	chr3L	Rev	NM_001274264	Intron	1	257202	257552	351
DJ-1alpha	chr2R	Rev	NM_137072	Intron	2	13942751	13942806	56
DJ-1alpha	chr2R	Rev	NM_137072	Intron	1	13943130	13943182	53
Der-2	chr3R	Rev	NM_142296	Intron	1	16483784	16483867	84
Dgk	chr2R	Rev	NM_165568	Intron	21	7836913	7836980	68
Dgk	chr2R	Rev	NM_165568	Intron	20	7837163	7837245	83
Dgk	chr2R	Rev	NM_165568	Intron	19	7837475	7837587	113
Dgk	chr2R	Rev	NM_165568	Intron	18	7837744	7843012	5269
Dgk	chr2R	Rev	NM_165568	Intron	17	7843916	7844544	629
Dgk	chr2R	Rev	NM_165568	Intron	16	7844757	7844885	129
Dgk	chr2R	Rev	NM_165568	Intron	15	7844973	7845033	61
Dgk	chr2R	Rev	NM_165568	Intron	14	7845200	7845738	539
Dgk	chr2R	Rev	NM_165568	Intron	13	7845871	7847431	1561
Dgk	chr2R	Rev	NM_165568	Intron	12	7847644	7848272	629
Dgk	chr2R	Rev	NM_165568	Intron	11	7848405	7848889	485
Dgk	chr2R	Rev	NM_165568	Intron	10	7848999	7850718	1720
Dgk	chr2R	Rev	NM_165568	Intron	9	7850844	7850926	83
Dgk	chr2R	Rev	NM_165568	Intron	8	7851053	7852265	1213
Dgk	chr2R	Rev	NM_165568	Intron	7	7852347	7853405	1059
Dgk	chr2R	Rev	NM_165568	Intron	6	7853592	7854159	568
Dgk	chr2R	Rev	NM_165568	Intron	5	7854364	7854521	158
Dgk	chr2R	Rev	NM_165568	Intron	4	7854721	7859162	4442
Dgk	chr2R	Rev	NM_165568	Intron	3	7859246	7860991	1746
Dgk	chr2R	Rev	NM_165568	Intron	2	7861076	7881810	20735
Dgk	chr2R	Rev	NM_165568	Intron	1	7881921	7885519	3599
Dhc64C	chr3L	Rev	NM_001274503	Intron	14	4807833	4807891	59
Dhc64C	chr3L	Rev	NM_001274503	Intron	13	4811491	4811551	61
Dhc64C	chr3L	Rev	NM_001274503	Intron	12	4811670	4812056	387
Dhc64C	chr3L	Rev	NM_001274503	Intron	11	4812256	4813327	1072
Dhc64C	chr3L	Rev	NM_001274503	Intron	10	4815437	4815492	56
Dhc64C	chr3L	Rev	NM_001274503	Intron	9	4816646	4816704	59
Dhc64C	chr3L	Rev	NM_001274503	Intron	8	4816732	4816986	255
Dhc64C	chr3L	Rev	NM_001274503	Intron	7	4821043	4821110	68
Dhc64C	chr3L	Rev	NM_001274503	Intron	6	4821267	4821427	161
Dhc64C	chr3L	Rev	NM_001274503	Intron	5	4821467	4821863	397
Dhc64C	chr3L	Rev	NM_001274503	Intron	4	4821970	4822022	53
Dhc64C	chr3L	Rev	NM_001274503	Intron	3	4822627	4822689	63
Dhc64C	chr3L	Rev	NM_001274503	Intron	2	4823525	4823586	62
Dhc64C	chr3L	Rev	NM_001274503	Intron	1	4824162	4825327	1166
Diap2	chr2R	Rev	NM_176182	Intron	3	15932721	15932783	63
Diap2	chr2R	Rev	NM_176182	Intron	2	15933820	15934198	379
Diap2	chr2R	Rev	NM_176182	Intron	1	15934581	15934797	217
Dic3	chr2R	Rev	NM_001299250	Intron	1	7994345	7994518	174
Dic61B	chr3L	Rev	NM_138157	Intron	5	150019	150083	65
Dic61B	chr3L	Rev	NM_138157	Intron	4	150297	150348	52
Dic61B	chr3L	Rev	NM_138157	Intron	3	151791	151847	57
Dic61B	chr3L	Rev	NM_138157	Intron	2	152070	152122	53
Dic61B	chr3L	Rev	NM_138157	Intron	1	152299	152340	42
Dif	chr2L	Rev	NM_001169528	Intron	6	17414333	17415280	948
Dif	chr2L	Rev	NM_001169528	Intron	5	17415389	17417570	2182
Dif	chr2L	Rev	NM_001169528	Intron	4	17417647	17417991	345
Dif	chr2L	Rev	NM_001169528	Intron	3	17418375	17418487	113
Dif	chr2L	Rev	NM_001169528	Intron	2	17419079	17420065	987
Dif	chr2L	Rev	NM_001169528	Intron	1	17420114	17432857	12744
Dlg5	chr2L	Rev	NM_164967	Intron	11	11509404	11509466	63
Dlg5	chr2L	Rev	NM_164967	Intron	10	11509684	11509734	51
Dlg5	chr2L	Rev	NM_164967	Intron	9	11509965	11510023	59
Dlg5	chr2L	Rev	NM_164967	Intron	8	11510263	11510320	58
Dlg5	chr2L	Rev	NM_164967	Intron	7	11510541	11510595	55
Dlg5	chr2L	Rev	NM_164967	Intron	6	11510851	11511178	328
Dlg5	chr2L	Rev	NM_164967	Intron	5	11511545	11511608	64
Dlg5	chr2L	Rev	NM_164967	Intron	4	11515674	11515725	52
Dlg5	chr2L	Rev	NM_164967	Intron	3	11515818	11516508	691
Dlg5	chr2L	Rev	NM_164967	Intron	2	11516658	11516722	65
Dlg5	chr2L	Rev	NM_164967	Intron	1	11516802	11516865	64
Dmtn	chr3R	Rev	NM_001144544	Intron	9	6390125	6390201	77
Dmtn	chr3R	Rev	NM_001144544	Intron	8	6390307	6390388	82
Dmtn	chr3R	Rev	NM_001144544	Intron	7	6390510	6390587	78
Dmtn	chr3R	Rev	NM_001144544	Intron	6	6391094	6391160	67
Dmtn	chr3R	Rev	NM_001144544	Intron	5	6391226	6391304	79
Dmtn	chr3R	Rev	NM_001144544	Intron	4	6391989	6392879	891
Dmtn	chr3R	Rev	NM_001144544	Intron	3	6392960	6393731	772
Dmtn	chr3R	Rev	NM_001144544	Intron	2	6393912	6405377	11466
Dmtn	chr3R	Rev	NM_001144544	Intron	1	6405661	6405741	81
DnaJ-60	chr2R	Rev	NM_138048	Intron	2	24158921	24158973	53
DnaJ-60	chr2R	Rev	NM_138048	Intron	1	24159086	24159144	59
Dop1R1	chr3R	Rev	NM_001260163	Intron	5	14178461	14180206	1746
Dop1R1	chr3R	Rev	NM_001260163	Intron	4	14180453	14191738	11286
Dop1R1	chr3R	Rev	NM_001260163	Intron	3	14191869	14204250	12382
Dop1R1	chr3R	Rev	NM_001260163	Intron	2	14204431	14204706	276
Dop1R1	chr3R	Rev	NM_001260163	Intron	1	14204813	14213989	9177
Dop2R	chrX	Rev	NM_001014760	Intron	10	20007231	20007340	110
Dop2R	chrX	Rev	NM_001014760	Intron	9	20007442	20007629	188
Dop2R	chrX	Rev	NM_001014760	Intron	8	20007765	20008829	1065
Dop2R	chrX	Rev	NM_001014760	Intron	7	20009127	20010324	1198
Dop2R	chrX	Rev	NM_001014760	Intron	6	20010624	20011129	506
Dop2R	chrX	Rev	NM_001014760	Intron	5	20011383	20011454	72
Dop2R	chrX	Rev	NM_001014760	Intron	4	20011565	20026704	15140
Dop2R	chrX	Rev	NM_001014760	Intron	3	20026896	20027750	855
Dop2R	chrX	Rev	NM_001014760	Intron	2	20028939	20044906	15968
Dop2R	chrX	Rev	NM_001014760	Intron	1	20045023	20062054	17032
Dscam1	chr2R	Rev	NM_001273835	Intron	21	7320765	7322559	1795
Dscam1	chr2R	Rev	NM_001273835	Intron	20	7322719	7322775	57
Dscam1	chr2R	Rev	NM_001273835	Intron	19	7322957	7323021	65
Dscam1	chr2R	Rev	NM_001273835	Intron	18	7323333	7324569	1237
Dscam1	chr2R	Rev	NM_001273835	Intron	17	7324729	7326616	1888
Dscam1	chr2R	Rev	NM_001273835	Intron	16	7326785	7329288	2504
Dscam1	chr2R	Rev	NM_001273835	Intron	15	7329456	7329512	57
Dscam1	chr2R	Rev	NM_001273835	Intron	14	7329690	7329742	53
Dscam1	chr2R	Rev	NM_001273835	Intron	13	7329852	7329916	65
Dscam1	chr2R	Rev	NM_001273835	Intron	12	7330601	7330658	58
Dscam1	chr2R	Rev	NM_001273835	Intron	11	7330815	7330975	161
Dscam1	chr2R	Rev	NM_001273835	Intron	10	7332203	7332260	58
Dscam1	chr2R	Rev	NM_001273835	Intron	9	7332381	7335715	3335
Dscam1	chr2R	Rev	NM_001273835	Intron	8	7336004	7347848	11845
Dscam1	chr2R	Rev	NM_001273835	Intron	7	7348011	7348130	120
Dscam1	chr2R	Rev	NM_001273835	Intron	6	7348976	7359666	10691
Dscam1	chr2R	Rev	NM_001273835	Intron	5	7359791	7361717	1927
Dscam1	chr2R	Rev	NM_001273835	Intron	4	7361868	7366465	4598
Dscam1	chr2R	Rev	NM_001273835	Intron	3	7366628	7368387	1760
Dscam1	chr2R	Rev	NM_001273835	Intron	2	7368733	7377533	8801
Dscam1	chr2R	Rev	NM_001273835	Intron	1	7377715	7381470	3756
Dscam2	chr3L	Rev	NM_001300035	Intron	21	7161799	7163088	1290
Dscam2	chr3L	Rev	NM_001300035	Intron	20	7163180	7163751	572
Dscam2	chr3L	Rev	NM_001300035	Intron	19	7163879	7164349	471
Dscam2	chr3L	Rev	NM_001300035	Intron	18	7164514	7164729	216
Dscam2	chr3L	Rev	NM_001300035	Intron	17	7164877	7164924	48
Dscam2	chr3L	Rev	NM_001300035	Intron	16	7165216	7165284	69
Dscam2	chr3L	Rev	NM_001300035	Intron	15	7166602	7166662	61
Dscam2	chr3L	Rev	NM_001300035	Intron	14	7167149	7167227	79
Dscam2	chr3L	Rev	NM_001300035	Intron	13	7167509	7167575	67
Dscam2	chr3L	Rev	NM_001300035	Intron	12	7167727	7167847	121
Dscam2	chr3L	Rev	NM_001300035	Intron	11	7168022	7168169	148
Dscam2	chr3L	Rev	NM_001300035	Intron	10	7168290	7172377	4088
Dscam2	chr3L	Rev	NM_001300035	Intron	9	7172666	7173281	616
Dscam2	chr3L	Rev	NM_001300035	Intron	8	7173555	7175424	1870
Dscam2	chr3L	Rev	NM_001300035	Intron	7	7175577	7179722	4146
Dscam2	chr3L	Rev	NM_001300035	Intron	6	7179868	7180137	270
Dscam2	chr3L	Rev	NM_001300035	Intron	5	7180587	7182307	1721
Dscam2	chr3L	Rev	NM_001300035	Intron	4	7182426	7182540	115
Dscam2	chr3L	Rev	NM_001300035	Intron	3	7182688	7183377	690
Dscam2	chr3L	Rev	NM_001300035	Intron	2	7183540	7183622	83
Dscam2	chr3L	Rev	NM_001300035	Intron	1	7183956	7189266	5311
Dscam3	chr3R	Rev	NM_206504	Intron	34	17474917	17475079	163
Dscam3	chr3R	Rev	NM_206504	Intron	33	17475344	17475652	309
Dscam3	chr3R	Rev	NM_206504	Intron	32	17475918	17476047	130
Dscam3	chr3R	Rev	NM_206504	Intron	31	17476276	17476458	183
Dscam3	chr3R	Rev	NM_206504	Intron	30	17476708	17476894	187
Dscam3	chr3R	Rev	NM_206504	Intron	29	17477059	17477544	486
Dscam3	chr3R	Rev	NM_206504	Intron	28	17477861	17478572	712
Dscam3	chr3R	Rev	NM_206504	Intron	27	17478699	17479109	411
Dscam3	chr3R	Rev	NM_206504	Intron	26	17479485	17479712	228
Dscam3	chr3R	Rev	NM_206504	Intron	25	17479893	17480210	318
Dscam3	chr3R	Rev	NM_206504	Intron	24	17480367	17480442	76
Dscam3	chr3R	Rev	NM_206504	Intron	23	17480752	17481505	754
Dscam3	chr3R	Rev	NM_206504	Intron	22	17481650	17481738	89
Dscam3	chr3R	Rev	NM_206504	Intron	21	17481995	17482157	163
Dscam3	chr3R	Rev	NM_206504	Intron	20	17482369	17482710	342
Dscam3	chr3R	Rev	NM_206504	Intron	19	17483231	17483294	64
Dscam3	chr3R	Rev	NM_206504	Intron	18	17483448	17483821	374
Dscam3	chr3R	Rev	NM_206504	Intron	17	17483942	17484260	319
Dscam3	chr3R	Rev	NM_206504	Intron	16	17484397	17484750	354
Dscam3	chr3R	Rev	NM_206504	Intron	15	17484897	17484990	94
Dscam3	chr3R	Rev	NM_206504	Intron	14	17485141	17485212	72
Dscam3	chr3R	Rev	NM_206504	Intron	13	17485345	17487257	1913
Dscam3	chr3R	Rev	NM_206504	Intron	12	17487463	17487789	327
Dscam3	chr3R	Rev	NM_206504	Intron	11	17487891	17487989	99
Dscam3	chr3R	Rev	NM_206504	Intron	10	17488118	17489703	1586
Dscam3	chr3R	Rev	NM_206504	Intron	9	17489928	17490285	358
Dscam3	chr3R	Rev	NM_206504	Intron	8	17490404	17491726	1323
Dscam3	chr3R	Rev	NM_206504	Intron	7	17491848	17492029	182
Dscam3	chr3R	Rev	NM_206504	Intron	6	17492180	17492435	256
Dscam3	chr3R	Rev	NM_206504	Intron	5	17492598	17494086	1489
Dscam3	chr3R	Rev	NM_206504	Intron	4	17494230	17497354	3125
Dscam3	chr3R	Rev	NM_206504	Intron	3	17497575	17498265	691
Dscam3	chr3R	Rev	NM_206504	Intron	2	17498549	17504039	5491
Dscam3	chr3R	Rev	NM_206504	Intron	1	17504184	17505592	1409
Dyrk2	chr2L	Rev	NM_205989	Intron	10	14187154	14188863	1710
Dyrk2	chr2L	Rev	NM_205989	Intron	9	14189036	14189094	59
Dyrk2	chr2L	Rev	NM_205989	Intron	8	14189234	14195732	6499
Dyrk2	chr2L	Rev	NM_205989	Intron	7	14196011	14196074	64
Dyrk2	chr2L	Rev	NM_205989	Intron	6	14196248	14196926	679
Dyrk2	chr2L	Rev	NM_205989	Intron	5	14197294	14197656	363
Dyrk2	chr2L	Rev	NM_205989	Intron	4	14197868	14217026	19159
Dyrk2	chr2L	Rev	NM_205989	Intron	3	14217070	14222016	4947
Dyrk2	chr2L	Rev	NM_205989	Intron	2	14222083	14222093	11
Dyrk2	chr2L	Rev	NM_205989	Intron	1	14222098	14233578	11481
Dyrk3	chr4	Rev	NM_001038725	Intron	6	1226445	1226504	60
Dyrk3	chr4	Rev	NM_001038725	Intron	5	1226847	1226898	52
Dyrk3	chr4	Rev	NM_001038725	Intron	4	1227500	1228652	1153
Dyrk3	chr4	Rev	NM_001038725	Intron	3	1229516	1229579	64
Dyrk3	chr4	Rev	NM_001038725	Intron	2	1230119	1230305	187
Dyrk3	chr4	Rev	NM_001038725	Intron	1	1230421	1230497	77
E(bx)	chr3L	Rev	NM_001274258	Intron	13	234505	234567	63
E(bx)	chr3L	Rev	NM_001274258	Intron	12	234653	234981	329
E(bx)	chr3L	Rev	NM_001274258	Intron	11	235346	235409	64
E(bx)	chr3L	Rev	NM_001274258	Intron	10	235515	235578	64
E(bx)	chr3L	Rev	NM_001274258	Intron	9	236075	236138	64
E(bx)	chr3L	Rev	NM_001274258	Intron	8	236428	236862	435
E(bx)	chr3L	Rev	NM_001274258	Intron	7	236907	239054	2148
E(bx)	chr3L	Rev	NM_001274258	Intron	6	239186	239242	57
E(bx)	chr3L	Rev	NM_001274258	Intron	1	246324	246794	471
E(var)3-9	chr3R	Rev	NM_141595	Intron	1	8992628	8992676	49
E2f1	chr3R	Rev	NM_001300526	Intron	6	21623652	21623838	187
E2f1	chr3R	Rev	NM_001300526	Intron	5	21624086	21625164	1079
E2f1	chr3R	Rev	NM_001300526	Intron	4	21625894	21626023	130
E2f1	chr3R	Rev	NM_001300526	Intron	3	21626625	21626691	67
E2f1	chr3R	Rev	NM_001300526	Intron	2	21626851	21645515	18665
E2f1	chr3R	Rev	NM_001300526	Intron	1	21645544	21660215	14672
EF2	chr2L	Rev	NM_165394	Intron	3	21680181	21680756	576
EF2	chr2L	Rev	NM_165394	Intron	2	21681285	21681343	59
EF2	chr2L	Rev	NM_165394	Intron	1	21681559	21682038	480
EMC1	chr3R	Rev	NM_001300286	Intron	12	7903594	7903655	62
EMC1	chr3R	Rev	NM_001300286	Intron	11	7903890	7903953	64
EMC1	chr3R	Rev	NM_001300286	Intron	10	7904125	7904191	67
EMC1	chr3R	Rev	NM_001300286	Intron	9	7904345	7904403	59
EMC1	chr3R	Rev	NM_001300286	Intron	8	7904606	7904663	58
EMC1	chr3R	Rev	NM_001300286	Intron	7	7904742	7904801	60
EMC1	chr3R	Rev	NM_001300286	Intron	6	7904997	7905050	54
EMC1	chr3R	Rev	NM_001300286	Intron	5	7905386	7905690	305
EMC1	chr3R	Rev	NM_001300286	Intron	4	7905712	7905784	73
EMC1	chr3R	Rev	NM_001300286	Intron	3	7906098	7906180	83
EMC1	chr3R	Rev	NM_001300286	Intron	2	7906328	7906417	90
EMC1	chr3R	Rev	NM_001300286	Intron	1	7907061	7907127	67
ERp60	chr2R	Rev	NM_165849	Intron	3	11888511	11888574	64
ERp60	chr2R	Rev	NM_165849	Intron	2	11888689	11888948	260
Eaf6	chr3L	Rev	NM_139724	Intron	3	5607466	5607551	86
Eaf6	chr3L	Rev	NM_139724	Intron	2	5607684	5607805	122
Eaf6	chr3L	Rev	NM_139724	Intron	1	5608020	5608086	67
Edg78E	chr3L	Rev	NM_079474	Intron	1	21297642	21297715	74
Egm	chr2R	Rev	NM_136843	Intron	2	11617455	11617515	61
Egm	chr2R	Rev	NM_136843	Intron	1	11617841	11617901	61
Eip75B	chr3L	Rev	NM_001259893	Intron	7	17955050	17955214	165
Eip75B	chr3L	Rev	NM_001259893	Intron	6	17956224	17959381	3158
Eip75B	chr3L	Rev	NM_001259893	Intron	5	17959621	17969362	9742
Eip75B	chr3L	Rev	NM_001259893	Intron	4	17969508	17992907	23400
Eip75B	chr3L	Rev	NM_001259893	Intron	3	17992997	18058236	65240
Eip75B	chr3L	Rev	NM_001259893	Intron	2	18060275	18060421	147
Eip75B	chr3L	Rev	NM_001259893	Intron	1	18060855	18064510	3656
Elo68beta	chr3L	Rev	NM_001104110	Intron	3	11100984	11101044	61
Elo68beta	chr3L	Rev	NM_001104110	Intron	2	11101217	11101272	56
Elo68beta	chr3L	Rev	NM_001104110	Intron	1	11101436	11101502	67
EloB	chr3R	Rev	NM_079692	Intron	3	20578793	20578913	121
EloB	chr3R	Rev	NM_079692	Intron	2	20579059	20579138	80
EloB	chr3R	Rev	NM_079692	Intron	1	20579233	20579453	221
Eno	chr2L	Rev	NM_164434	Intron	3	1726656	1727645	990
Eno	chr2L	Rev	NM_164434	Intron	2	1727881	1728053	173
