Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
Ank2	chr3L	Rev	NM_001202136	Exon	10	7705703	7705914	212
Ank2	chr3L	Rev	NM_001202136	Exon	9	7705973	7706379	407
Ank2	chr3L	Rev	NM_001202136	Exon	8	7706461	7706743	283
Ank2	chr3L	Rev	NM_001202136	Exon	7	7707628	7707720	93
Ank2	chr3L	Rev	NM_001202136	Exon	6	7707889	7708816	928
Ank2	chr3L	Rev	NM_001202136	Exon	5	7709147	7709350	204
Ank2	chr3L	Rev	NM_001202136	Exon	4	7709519	7710283	765
Ank2	chr3L	Rev	NM_001202136	Exon	3	7710349	7710801	453
Ank2	chr3L	Rev	NM_001202136	Exon	2	7710868	7710969	102
Ank2	chr3L	Rev	NM_001202136	Exon	1	7717367	7718395	1029
Asator	chr4	Rev	NM_001272127	Exon	9	476963	477102	140
Asator	chr4	Rev	NM_001272127	Exon	8	477292	478083	792
Asator	chr4	Rev	NM_001272127	Exon	7	478538	478738	201
Asator	chr4	Rev	NM_001272127	Exon	6	478800	478868	69
Asator	chr4	Rev	NM_001272127	Exon	5	480035	480238	204
Asator	chr4	Rev	NM_001272127	Exon	4	480302	480691	390
Asator	chr4	Rev	NM_001272127	Exon	3	480776	481141	366
Asator	chr4	Rev	NM_001272127	Exon	2	481209	481704	496
Asator	chr4	Rev	NM_001272127	Exon	1	485210	486033	824
Atf3	chrX	Rev	NM_138988	Exon	2	1259959	1260008	50
Atf3	chrX	Rev	NM_138988	Exon	1	1274426	1275284	859
Atg8a	chrX	Rev	NM_167245	Exon	3	10764878	10765535	658
Atg8a	chrX	Rev	NM_167245	Exon	2	10765605	10765802	198
Atg8a	chrX	Rev	NM_167245	Exon	1	10767981	10768338	358
BicD	chr2L	Rev	NM_001273601	Exon	6	17462429	17462683	255
BicD	chr2L	Rev	NM_001273601	Exon	5	17462738	17462955	218
BicD	chr2L	Rev	NM_001273601	Exon	4	17463032	17463882	851
BicD	chr2L	Rev	NM_001273601	Exon	3	17463988	17464125	138
BicD	chr2L	Rev	NM_001273601	Exon	2	17464190	17464555	366
BicD	chr2L	Rev	NM_001273601	Exon	1	17472097	17473215	1119
Bruce	chr3R	Rev	NM_001275531	Exon	33	10312039	10313138	1100
Bruce	chr3R	Rev	NM_001275531	Exon	32	10313210	10313638	429
Bruce	chr3R	Rev	NM_001275531	Exon	31	10313713	10314181	469
Bruce	chr3R	Rev	NM_001275531	Exon	30	10314239	10315070	832
Bruce	chr3R	Rev	NM_001275531	Exon	3	10328571	10329633	1063
Bruce	chr3R	Rev	NM_001275531	Exon	2	10329691	10330001	311
Bruce	chr3R	Rev	NM_001275531	Exon	1	10330968	10331353	386
CASK	chr3R	Rev	NM_001170210	Exon	19	21783400	21786862	3463
CASK	chr3R	Rev	NM_001170210	Exon	18	21786930	21787105	176
CASK	chr3R	Rev	NM_001170210	Exon	17	21787173	21787280	108
CASK	chr3R	Rev	NM_001170210	Exon	16	21787786	21787908	123
CASK	chr3R	Rev	NM_001170210	Exon	15	21787983	21788102	120
CASK	chr3R	Rev	NM_001170210	Exon	14	21788874	21788927	54
CASK	chr3R	Rev	NM_001170210	Exon	13	21789449	21789587	139
CASK	chr3R	Rev	NM_001170210	Exon	12	21789662	21789760	99
CASK	chr3R	Rev	NM_001170210	Exon	11	21791531	21791599	69
CASK	chr3R	Rev	NM_001170210	Exon	10	21791729	21791893	165
CASK	chr3R	Rev	NM_001170210	Exon	9	21791961	21792146	186
CASK	chr3R	Rev	NM_001170210	Exon	8	21817101	21817450	350
CASK	chr3R	Rev	NM_001170210	Exon	7	21817818	21818085	268
CASK	chr3R	Rev	NM_001170210	Exon	6	21818152	21818509	358
CASK	chr3R	Rev	NM_001170210	Exon	5	21818872	21818949	78
CASK	chr3R	Rev	NM_001170210	Exon	4	21819018	21819123	106
CASK	chr3R	Rev	NM_001170210	Exon	3	21819654	21819766	113
CASK	chr3R	Rev	NM_001170210	Exon	2	21820647	21821023	377
CASK	chr3R	Rev	NM_001170210	Exon	1	21822483	21822674	192
CD98hc	chr3R	Rev	NM_001275426	Exon	3	7977865	7977962	98
CD98hc	chr3R	Rev	NM_001275426	Exon	2	7978018	7978080	63
CD98hc	chr3R	Rev	NM_001275426	Exon	1	7978346	7978428	83
CG10000	chr3R	Rev	NM_143373	Exon	1	28751444	28751661	218
CG10097	chr3R	Rev	NM_001316536	Exon	4	12394271	12394979	709
CG10097	chr3R	Rev	NM_001316536	Exon	3	12395076	12395586	511
CG10097	chr3R	Rev	NM_001316536	Exon	2	12395711	12395823	113
CG10097	chr3R	Rev	NM_001316536	Exon	1	12395894	12395980	87
CG10170	chr3R	Rev	NM_142895	Exon	2	23532945	23534402	1458
CG10170	chr3R	Rev	NM_142895	Exon	1	23534462	23534767	306
CG10177	chr3R	Rev	NM_142893	Exon	1	23520146	23521583	1438
CG10182	chr3R	Rev	NM_142901	Exon	9	23587120	23587419	300
CG10182	chr3R	Rev	NM_142901	Exon	8	23587488	23587953	466
CG10182	chr3R	Rev	NM_142901	Exon	7	23588013	23588194	182
CG10182	chr3R	Rev	NM_142901	Exon	6	23588253	23588463	211
CG10182	chr3R	Rev	NM_142901	Exon	5	23588525	23588637	113
CG10182	chr3R	Rev	NM_142901	Exon	4	23588704	23588906	203
CG10182	chr3R	Rev	NM_142901	Exon	3	23588968	23589041	74
CG10182	chr3R	Rev	NM_142901	Exon	2	23589093	23589459	367
CG10182	chr3R	Rev	NM_142901	Exon	1	23589524	23589819	296
CG10254	chr3R	Rev	NM_170081	Exon	4	23693335	23693539	205
CG10254	chr3R	Rev	NM_170081	Exon	3	23693599	23693861	263
CG10254	chr3R	Rev	NM_170081	Exon	2	23694023	23694525	503
CG10254	chr3R	Rev	NM_170081	Exon	1	23694953	23694983	31
CG10289	chr3L	Rev	NM_001274540	Exon	8	6171348	6171921	574
CG10289	chr3L	Rev	NM_001274540	Exon	7	6171982	6172100	119
CG10289	chr3L	Rev	NM_001274540	Exon	6	6172156	6172294	139
CG10289	chr3L	Rev	NM_001274540	Exon	5	6172357	6172670	314
CG10289	chr3L	Rev	NM_001274540	Exon	4	6172732	6173056	325
CG10289	chr3L	Rev	NM_001274540	Exon	3	6173111	6173310	200
CG10289	chr3L	Rev	NM_001274540	Exon	2	6173377	6173536	160
CG10289	chr3L	Rev	NM_001274540	Exon	1	6173760	6173880	121
CG10352	chrX	Rev	NM_001272539	Exon	2	11876677	11876758	82
CG10352	chrX	Rev	NM_001272539	Exon	1	11876894	11877168	275
CG10353	chrX	Rev	NM_001272540	Exon	11	11877737	11878988	1252
CG10353	chrX	Rev	NM_001272540	Exon	10	11879050	11879331	282
CG10353	chrX	Rev	NM_001272540	Exon	9	11879398	11879603	206
CG10353	chrX	Rev	NM_001272540	Exon	8	11879671	11880292	622
CG10353	chrX	Rev	NM_001272540	Exon	7	11880356	11880926	571
CG10353	chrX	Rev	NM_001272540	Exon	6	11881210	11881265	56
CG10353	chrX	Rev	NM_001272540	Exon	5	11881330	11881902	573
CG10353	chrX	Rev	NM_001272540	Exon	4	11883101	11883621	521
CG10353	chrX	Rev	NM_001272540	Exon	3	11884798	11885056	259
CG10353	chrX	Rev	NM_001272540	Exon	2	11886956	11887052	97
CG10353	chrX	Rev	NM_001272540	Exon	1	11887110	11887162	53
CG10481	chr2L	Rev	NM_206009	Exon	6	19890201	19890561	361
CG10481	chr2L	Rev	NM_206009	Exon	5	19890622	19890788	167
CG10481	chr2L	Rev	NM_206009	Exon	4	19890849	19891556	708
CG10481	chr2L	Rev	NM_206009	Exon	3	19891618	19891952	335
CG10481	chr2L	Rev	NM_206009	Exon	2	19892052	19892398	347
CG10481	chr2L	Rev	NM_206009	Exon	1	19892461	19892550	90
CG10621	chr2L	Rev	NM_001299143	Exon	5	18952206	18952997	792
CG10621	chr2L	Rev	NM_001299143	Exon	4	18953158	18953337	180
CG10621	chr2L	Rev	NM_001299143	Exon	3	18953404	18953573	170
CG10621	chr2L	Rev	NM_001299143	Exon	2	18953674	18953790	117
CG10621	chr2L	Rev	NM_001299143	Exon	1	18954272	18954431	160
CG10623	chr2L	Rev	NM_001299145	Exon	2	18955481	18956324	844
CG10623	chr2L	Rev	NM_001299145	Exon	1	18956431	18957311	881
CG10628	chr2L	Rev	NM_136155	Exon	3	19757245	19757891	647
CG10628	chr2L	Rev	NM_136155	Exon	2	19757950	19758472	523
CG10628	chr2L	Rev	NM_136155	Exon	1	19758532	19758615	84
CG10631	chr2L	Rev	NM_136154	Exon	8	19742817	19743644	828
CG10631	chr2L	Rev	NM_136154	Exon	7	19743703	19749658	5956
CG10631	chr2L	Rev	NM_136154	Exon	6	19749719	19752213	2495
CG10631	chr2L	Rev	NM_136154	Exon	5	19752273	19753355	1083
CG10631	chr2L	Rev	NM_136154	Exon	4	19753429	19753687	259
CG10631	chr2L	Rev	NM_136154	Exon	3	19753747	19754076	330
CG10631	chr2L	Rev	NM_136154	Exon	2	19754135	19754280	146
CG10631	chr2L	Rev	NM_136154	Exon	1	19755869	19756904	1036
CG10650	chr2L	Rev	NM_001299152	Exon	4	18993360	18993991	632
CG10650	chr2L	Rev	NM_001299152	Exon	3	18994137	18995021	885
CG10650	chr2L	Rev	NM_001299152	Exon	2	18995602	18995712	111
CG10650	chr2L	Rev	NM_001299152	Exon	1	18995779	18995934	156
CG10663	chr3L	Rev	NM_001104123	Exon	3	12477824	12478131	308
CG10663	chr3L	Rev	NM_001104123	Exon	2	12479712	12479877	166
CG10663	chr3L	Rev	NM_001104123	Exon	1	12484801	12485035	235
CG10936	chr2R	Rev	NM_137395	Exon	1	17639021	17639138	118
CG11137	chr3L	Rev	NM_001316459	Exon	1	22868097	22868243	147
CG11149	chr2L	Rev	NM_001169419	Exon	4	5718121	5718601	481
CG11149	chr2L	Rev	NM_001169419	Exon	3	5718656	5719430	775
CG11149	chr2L	Rev	NM_001169419	Exon	2	5719511	5720027	517
CG11149	chr2L	Rev	NM_001169419	Exon	1	5720775	5720899	125
CG11200	chr2R	Rev	NM_137627	Exon	6	20304517	20305028	512
CG11200	chr2R	Rev	NM_137627	Exon	5	20305086	20305467	382
CG11200	chr2R	Rev	NM_137627	Exon	4	20306244	20306351	108
CG11200	chr2R	Rev	NM_137627	Exon	3	20306415	20306636	222
CG11200	chr2R	Rev	NM_137627	Exon	2	20308147	20308499	353
CG11200	chr2R	Rev	NM_137627	Exon	1	20308561	20308671	111
CG11321	chr2L	Rev	NM_001273228	Exon	9	6767258	6768445	1188
CG11321	chr2L	Rev	NM_001273228	Exon	8	6768504	6768792	289
CG11321	chr2L	Rev	NM_001273228	Exon	7	6768846	6769127	282
CG11321	chr2L	Rev	NM_001273228	Exon	6	6769398	6769736	339
CG11321	chr2L	Rev	NM_001273228	Exon	5	6769953	6770081	129
CG11321	chr2L	Rev	NM_001273228	Exon	4	6770134	6770270	137
CG11321	chr2L	Rev	NM_001273228	Exon	3	6770335	6770533	199
CG11321	chr2L	Rev	NM_001273228	Exon	2	6770591	6770709	119
CG11321	chr2L	Rev	NM_001273228	Exon	1	6772552	6772755	204
CG11373	chr3R	Rev	NM_144062	Exon	1	5960790	5960987	198
CG11398	chrX	Rev	NM_001272193	Exon	2	1211989	1214792	2804
CG11398	chrX	Rev	NM_001272193	Exon	1	1214943	1215156	214
CG11658	chr3L	Rev	NM_206338	Exon	4	11701238	11701419	182
CG11658	chr3L	Rev	NM_206338	Exon	3	11701482	11701771	290
CG11658	chr3L	Rev	NM_206338	Exon	2	11707305	11707571	267
CG11658	chr3L	Rev	NM_206338	Exon	1	11708408	11708553	146
CG11779	chr3R	Rev	NM_142529	Exon	1	19159610	19159878	269
CG12071	chr3R	Rev	NM_176592	Exon	1	30880763	30881027	265
CG12206	chrX	Rev	NM_166973	Exon	5	3465737	3466207	471
CG12206	chrX	Rev	NM_166973	Exon	4	3466270	3466335	66
CG12206	chrX	Rev	NM_166973	Exon	3	3466399	3466632	234
CG12206	chrX	Rev	NM_166973	Exon	2	3471874	3473371	1498
CG12206	chrX	Rev	NM_166973	Exon	1	3474141	3474524	384
CG12344	chr2R	Rev	NM_001299369	Exon	9	10828955	10829059	105
CG12344	chr2R	Rev	NM_001299369	Exon	8	10829138	10829266	129
CG12344	chr2R	Rev	NM_001299369	Exon	7	10829382	10829746	365
CG12344	chr2R	Rev	NM_001299369	Exon	6	10829805	10829960	156
CG12344	chr2R	Rev	NM_001299369	Exon	5	10831378	10831532	155
CG12344	chr2R	Rev	NM_001299369	Exon	4	10831614	10831713	100
CG12344	chr2R	Rev	NM_001299369	Exon	3	10833125	10833201	77
CG12344	chr2R	Rev	NM_001299369	Exon	2	10833808	10833962	155
CG12344	chr2R	Rev	NM_001299369	Exon	1	10835648	10835709	62
CG12375	chr2L	Rev	NM_135339	Exon	1	8126757	8126890	134
CG12716	chrX	Rev	NM_132617	Exon	3	12974683	12975494	812
CG12716	chrX	Rev	NM_132617	Exon	2	12975557	12975721	165
CG12716	chrX	Rev	NM_132617	Exon	1	12975850	12976231	382
CG12766	chr3L	Rev	NM_139582	Exon	4	3939215	3939359	145
CG12766	chr3L	Rev	NM_139582	Exon	3	3939479	3939651	173
CG12766	chr3L	Rev	NM_139582	Exon	2	3939720	3939887	168
CG12766	chr3L	Rev	NM_139582	Exon	1	3940007	3940125	119
CG12814	chr3R	Rev	NM_141727	Exon	5	10173498	10173607	110
CG12814	chr3R	Rev	NM_141727	Exon	4	10174712	10174818	107
CG12814	chr3R	Rev	NM_141727	Exon	3	10178690	10178935	246
CG12814	chr3R	Rev	NM_141727	Exon	2	10187946	10188085	140
CG12814	chr3R	Rev	NM_141727	Exon	1	10189500	10189603	104
CG12857	chr2R	Rev	NM_001274048	Exon	3	14757907	14758606	700
CG12857	chr2R	Rev	NM_001274048	Exon	2	14758675	14759425	751
CG12857	chr2R	Rev	NM_001274048	Exon	1	14759483	14759602	120
CG1288	chr3R	Rev	NM_141448	Exon	2	7206652	7207708	1057
CG1288	chr3R	Rev	NM_141448	Exon	1	7207764	7208431	668
CG12971	chr3L	Rev	NM_001275225	Exon	3	21355100	21355954	855
CG12971	chr3L	Rev	NM_001275225	Exon	2	21356140	21356233	94
CG12971	chr3L	Rev	NM_001275225	Exon	1	21356476	21356495	20
CG12974	chr3L	Rev	NM_141039	Exon	6	21282014	21282518	505
CG12974	chr3L	Rev	NM_141039	Exon	5	21282581	21282654	74
CG12974	chr3L	Rev	NM_141039	Exon	4	21283146	21283477	332
CG12974	chr3L	Rev	NM_141039	Exon	3	21284182	21284470	289
CG12974	chr3L	Rev	NM_141039	Exon	2	21285648	21285740	93
CG12974	chr3L	Rev	NM_141039	Exon	1	21285814	21285962	149
CG13050	chr3L	Rev	NM_140602	Exon	2	16278458	16279080	623
CG13050	chr3L	Rev	NM_140602	Exon	1	16279201	16279271	71
CG13053	chr3L	Rev	NM_001275004	Exon	2	16259037	16259342	306
CG13053	chr3L	Rev	NM_001275004	Exon	1	16259409	16259722	314
CG13054	chr3L	Rev	NM_140595	Exon	1	16255852	16257191	1340
CG13124	chr2L	Rev	NM_001169457	Exon	9	9903279	9903941	663
CG13124	chr2L	Rev	NM_001169457	Exon	8	9904004	9904216	213
CG13124	chr2L	Rev	NM_001169457	Exon	7	9904282	9904758	477
CG13124	chr2L	Rev	NM_001169457	Exon	6	9904827	9905083	257
CG13124	chr2L	Rev	NM_001169457	Exon	5	9905875	9905971	97
CG13124	chr2L	Rev	NM_001169457	Exon	4	9906033	9906443	411
CG13124	chr2L	Rev	NM_001169457	Exon	3	9907051	9907544	494
CG13124	chr2L	Rev	NM_001169457	Exon	2	9907608	9907783	176
CG13124	chr2L	Rev	NM_001169457	Exon	1	9908308	9908633	326
CG13366	chrX	Rev	NM_001297820	Exon	12	585081	585229	149
CG13366	chrX	Rev	NM_001297820	Exon	11	608440	608514	75
CG13366	chrX	Rev	NM_001297820	Exon	10	611411	611685	275
CG13366	chrX	Rev	NM_001297820	Exon	9	611751	612033	283
CG13366	chrX	Rev	NM_001297820	Exon	8	612092	612211	120
CG13366	chrX	Rev	NM_001297820	Exon	7	612282	612433	152
CG13366	chrX	Rev	NM_001297820	Exon	6	612496	613774	1279
CG13366	chrX	Rev	NM_001297820	Exon	5	613847	614023	177
CG13366	chrX	Rev	NM_001297820	Exon	4	614573	614713	141
CG13366	chrX	Rev	NM_001297820	Exon	3	614774	615512	739
CG13366	chrX	Rev	NM_001297820	Exon	2	619292	619485	194
CG13366	chrX	Rev	NM_001297820	Exon	1	620039	620195	157
CG13380	chr3L	Rev	NM_001300176	Exon	12	18600150	18600368	219
CG13380	chr3L	Rev	NM_001300176	Exon	11	18600429	18600576	148
CG13380	chr3L	Rev	NM_001300176	Exon	10	18600639	18601201	563
CG13380	chr3L	Rev	NM_001300176	Exon	9	18601264	18601463	200
CG13380	chr3L	Rev	NM_001300176	Exon	8	18601513	18601803	291
CG13380	chr3L	Rev	NM_001300176	Exon	7	18601856	18602053	198
CG13380	chr3L	Rev	NM_001300176	Exon	6	18615491	18615687	197
CG13380	chr3L	Rev	NM_001300176	Exon	5	18615741	18615844	104
CG13380	chr3L	Rev	NM_001300176	Exon	4	18616000	18616445	446
CG13380	chr3L	Rev	NM_001300176	Exon	3	18616727	18617091	365
CG13380	chr3L	Rev	NM_001300176	Exon	2	18617148	18617511	364
CG13380	chr3L	Rev	NM_001300176	Exon	1	18617611	18617943	333
CG13390	chr2L	Rev	NM_135374	Exon	2	8375502	8376563	1062
CG13390	chr2L	Rev	NM_135374	Exon	1	8376630	8376797	168
CG13392	chr2L	Rev	NM_001273318	Exon	2	8381821	8382523	703
CG13392	chr2L	Rev	NM_001273318	Exon	1	8382589	8382807	219
CG1358	chr2R	Rev	NM_001201944	Exon	11	7595265	7596828	1564
CG1358	chr2R	Rev	NM_001201944	Exon	10	7596950	7597060	111
CG1358	chr2R	Rev	NM_001201944	Exon	9	7597265	7597389	125
CG1358	chr2R	Rev	NM_001201944	Exon	8	7597469	7597665	197
CG1358	chr2R	Rev	NM_001201944	Exon	7	7598216	7598357	142
CG1358	chr2R	Rev	NM_001201944	Exon	6	7602432	7602656	225
CG1358	chr2R	Rev	NM_001201944	Exon	5	7603122	7603224	103
CG1358	chr2R	Rev	NM_001201944	Exon	4	7603408	7603519	112
CG1358	chr2R	Rev	NM_001201944	Exon	3	7605944	7606244	301
CG1358	chr2R	Rev	NM_001201944	Exon	2	7620333	7620439	107
CG1358	chr2R	Rev	NM_001201944	Exon	1	7620605	7620711	107
CG13700	chr3L	Rev	NM_140780	Exon	6	18299606	18299650	45
CG13700	chr3L	Rev	NM_140780	Exon	5	18299733	18299765	33
CG13700	chr3L	Rev	NM_140780	Exon	4	18299823	18299915	93
CG13700	chr3L	Rev	NM_140780	Exon	3	18299969	18300619	651
CG13700	chr3L	Rev	NM_140780	Exon	2	18300692	18300774	83
CG13700	chr3L	Rev	NM_140780	Exon	1	18300835	18301260	426
CG13708	chr3L	Rev	NM_001274504	Exon	2	4832255	4833331	1077
CG13708	chr3L	Rev	NM_001274504	Exon	1	4833572	4833591	20
CG13744	chr2R	Rev	NM_136595	Exon	4	9015310	9015417	108
CG13744	chr2R	Rev	NM_136595	Exon	3	9015476	9015995	520
CG13744	chr2R	Rev	NM_136595	Exon	2	9016247	9016551	305
CG13744	chr2R	Rev	NM_136595	Exon	1	9016610	9017195	586
CG13766	chr2L	Rev	NM_001298752	Exon	1	6564112	6566181	2070
CG13771	chr2L	Rev	NM_001273212	Exon	3	6662061	6663067	1007
CG13771	chr2L	Rev	NM_001273212	Exon	2	6663128	6663374	247
CG13771	chr2L	Rev	NM_001273212	Exon	1	6663436	6663612	177
CG13784	chr2L	Rev	NM_001273245	Exon	6	7204538	7208099	3562
CG13784	chr2L	Rev	NM_001273245	Exon	5	7208189	7208343	155
CG13784	chr2L	Rev	NM_001273245	Exon	4	7208417	7208581	165
CG13784	chr2L	Rev	NM_001273245	Exon	3	7209349	7209438	90
CG13784	chr2L	Rev	NM_001273245	Exon	2	7209523	7209653	131
CG13784	chr2L	Rev	NM_001273245	Exon	1	7218909	7220033	1125
CG13795	chr2L	Rev	NM_001298783	Exon	6	7724369	7724517	149
CG13795	chr2L	Rev	NM_001298783	Exon	5	7724575	7725044	470
CG13795	chr2L	Rev	NM_001298783	Exon	4	7725161	7725249	89
CG13795	chr2L	Rev	NM_001298783	Exon	3	7725310	7725473	164
CG13795	chr2L	Rev	NM_001298783	Exon	2	7725535	7725666	132
CG13795	chr2L	Rev	NM_001298783	Exon	1	7725933	7726298	366
CG13796	chr2L	Rev	NM_164767	Exon	11	7727157	7727757	601
CG13796	chr2L	Rev	NM_164767	Exon	10	7727829	7728035	207
CG13796	chr2L	Rev	NM_164767	Exon	9	7728096	7728224	129
CG13796	chr2L	Rev	NM_164767	Exon	8	7728285	7728442	158
CG13796	chr2L	Rev	NM_164767	Exon	7	7728507	7728846	340
CG13796	chr2L	Rev	NM_164767	Exon	6	7728904	7729024	121
CG13796	chr2L	Rev	NM_164767	Exon	5	7729085	7729125	41
CG13796	chr2L	Rev	NM_164767	Exon	4	7729180	7729355	176
CG13796	chr2L	Rev	NM_164767	Exon	3	7729419	7729550	132
CG13796	chr2L	Rev	NM_164767	Exon	2	7730198	7730752	555
CG13796	chr2L	Rev	NM_164767	Exon	1	7732479	7732670	192
CG13872	chr2R	Rev	NM_137605	Exon	2	19878836	19880403	1568
CG13872	chr2R	Rev	NM_137605	Exon	1	19880479	19880920	442
CG13962	chr2L	Rev	NM_001273682	Exon	2	19813704	19814413	710
CG13962	chr2L	Rev	NM_001273682	Exon	1	19814474	19814532	59
CG14006	chr2L	Rev	NM_001273175	Exon	1	5726415	5728811	2397
CG14007	chr2L	Rev	NM_001103620	Exon	5	5715349	5715954	606
CG14007	chr2L	Rev	NM_001103620	Exon	4	5716006	5716159	154
CG14007	chr2L	Rev	NM_001103620	Exon	3	5716220	5716305	86
CG14007	chr2L	Rev	NM_001103620	Exon	2	5716379	5716517	139
CG14007	chr2L	Rev	NM_001103620	Exon	1	5716576	5716680	105
CG14054	chrX	Rev	NM_130618	Exon	3	2065758	2065891	134
CG14054	chrX	Rev	NM_130618	Exon	2	2065945	2066088	144
CG14054	chrX	Rev	NM_130618	Exon	1	2066149	2066359	211
CG14082	chr3L	Rev	NM_140836	Exon	5	19105381	19108390	3010
CG14082	chr3L	Rev	NM_140836	Exon	4	19110093	19110392	300
CG14082	chr3L	Rev	NM_140836	Exon	3	19112414	19112519	106
CG14082	chr3L	Rev	NM_140836	Exon	2	19136442	19136788	347
CG14082	chr3L	Rev	NM_140836	Exon	1	19138878	19138975	98
CG14107	chr3L	Rev	NM_140380	Exon	1	13381249	13381346	98
CG14132	chr3L	Rev	NM_001104116	Exon	2	11712229	11712859	631
CG14132	chr3L	Rev	NM_001104116	Exon	1	11715023	11715285	263
CG14195	chrX	Rev	NM_001298501	Exon	4	19209198	19209546	349
CG14195	chrX	Rev	NM_001298501	Exon	3	19209619	19210340	722
CG14195	chrX	Rev	NM_001298501	Exon	2	19210839	19211148	310
CG14195	chrX	Rev	NM_001298501	Exon	1	19211203	19212082	880
CG14269	chrX	Rev	NM_001272278	Exon	2	3434943	3435662	720
CG14269	chrX	Rev	NM_001272278	Exon	1	3435713	3435807	95
CG14270	chrX	Rev	NM_130707	Exon	1	3484605	3485378	774
CG14331	chr3R	Rev	NM_001104354	Exon	5	17438968	17439233	266
CG14331	chr3R	Rev	NM_001104354	Exon	4	17439296	17439425	130
CG14331	chr3R	Rev	NM_001104354	Exon	3	17439836	17440147	312
CG14331	chr3R	Rev	NM_001104354	Exon	2	17440208	17440399	192
CG14331	chr3R	Rev	NM_001104354	Exon	1	17440486	17440728	243
CG14408	chrX	Rev	NM_001298318	Exon	2	14831604	14831666	63
CG14408	chrX	Rev	NM_001298318	Exon	1	14831741	14832033	293
CG14506	chr3R	Rev	NM_001276138	Exon	1	29297055	29297180	126
CG14605	chr3R	Rev	NM_169179	Exon	5	7218581	7218915	335
CG14605	chr3R	Rev	NM_169179	Exon	4	7218991	7219121	131
CG14605	chr3R	Rev	NM_169179	Exon	3	7219182	7219293	112
CG14605	chr3R	Rev	NM_169179	Exon	2	7219358	7219475	118
CG14605	chr3R	Rev	NM_169179	Exon	1	7219535	7219705	171
CG14692	chr3R	Rev	NM_141762	Exon	1	10802703	10803955	1253
CG14694	chr3R	Rev	NM_141771	Exon	2	10859229	10859530	302
CG14694	chr3R	Rev	NM_141771	Exon	1	10859595	10859813	219
CG14740	chr3R	Rev	NM_141895	Exon	5	12061070	12061125	56
CG14740	chr3R	Rev	NM_141895	Exon	4	12061183	12061605	423
CG14740	chr3R	Rev	NM_141895	Exon	3	12061707	12062478	772
CG14740	chr3R	Rev	NM_141895	Exon	2	12062549	12062754	206
CG14740	chr3R	Rev	NM_141895	Exon	1	12062802	12062944	143
CG14763	chr2R	Rev	NM_001299247	Exon	5	7966029	7966313	285
CG14763	chr2R	Rev	NM_001299247	Exon	4	7966804	7967004	201
CG14763	chr2R	Rev	NM_001299247	Exon	3	7967059	7967258	200
CG14763	chr2R	Rev	NM_001299247	Exon	2	7967319	7967399	81
CG14763	chr2R	Rev	NM_001299247	Exon	1	7967886	7968024	139
CG14764	chr2R	Rev	NM_176103	Exon	4	7942043	7942888	846
CG14764	chr2R	Rev	NM_176103	Exon	3	7947605	7948520	916
CG14764	chr2R	Rev	NM_176103	Exon	2	7953902	7954311	410
CG14764	chr2R	Rev	NM_176103	Exon	1	7955313	7955882	570
CG14817	chrX	Rev	NM_001297867	Exon	2	1876294	1876911	618
CG14817	chrX	Rev	NM_001297867	Exon	1	1876969	1877270	302
CG1492	chrX	Rev	NM_001316624	Exon	1	12011994	12012211	218
CG14983	chr3L	Rev	NM_139586	Exon	1	3948699	3949305	607
CG14995	chr3L	Rev	NM_001169872	Exon	5	4097507	4097804	298
CG14995	chr3L	Rev	NM_001169872	Exon	4	4098026	4098199	174
CG14995	chr3L	Rev	NM_001169872	Exon	3	4100780	4100845	66
CG14995	chr3L	Rev	NM_001169872	Exon	2	4101477	4102999	1523
CG14995	chr3L	Rev	NM_001169872	Exon	1	4103065	4103256	192
CG15023	chr3L	Rev	NM_001300006	Exon	2	4460622	4461252	631
CG15023	chr3L	Rev	NM_001300006	Exon	1	4461317	4461504	188
CG15040	chrX	Rev	NM_133083	Exon	5	18610427	18610793	367
CG15040	chrX	Rev	NM_133083	Exon	4	18610853	18610948	96
CG15040	chrX	Rev	NM_133083	Exon	3	18611002	18612603	1602
CG15040	chrX	Rev	NM_133083	Exon	2	18612664	18612874	211
CG15040	chrX	Rev	NM_133083	Exon	1	18617473	18617589	117
CG15043	chrX	Rev	NM_001298476	Exon	1	18493848	18494168	321
CG15044	chrX	Rev	NM_133071	Exon	1	18491185	18492006	822
CG15046	chrX	Rev	NM_133070	Exon	4	18487450	18487988	539
CG15046	chrX	Rev	NM_133070	Exon	3	18488046	18488217	172
CG15046	chrX	Rev	NM_133070	Exon	2	18488274	18489154	881
CG15046	chrX	Rev	NM_133070	Exon	1	18489396	18489620	225
CG15117	chr2R	Rev	NM_137551	Exon	9	19122231	19122613	383
CG15117	chr2R	Rev	NM_137551	Exon	8	19122672	19122810	139
CG15117	chr2R	Rev	NM_137551	Exon	7	19122910	19123086	177
CG15117	chr2R	Rev	NM_137551	Exon	6	19123148	19123232	85
CG15117	chr2R	Rev	NM_137551	Exon	5	19123295	19123438	144
CG15117	chr2R	Rev	NM_137551	Exon	4	19123499	19124036	538
CG15117	chr2R	Rev	NM_137551	Exon	3	19124105	19124417	313
CG15117	chr2R	Rev	NM_137551	Exon	2	19124537	19124940	404
